Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Belize,316.417307018971,327.116645616226,336.941583050473,351.165332311984,377.587202718467,406.109123814586,420.405760359397,386.95324695472,396.657642438385,435.70117861594,474.448022225897,519.57167250442,605.933442475237,786.075061051571,885.977908578144,717.050788172437,858.815542626888,980.773105373744,1074.24915786792,1351.01386740293,1307.21168832929,1183.1839364216,1212.93800539084,1315.31351735665,1268.22139755997,1343.87514966352,1587.0876097561,1760.14219757862,1980.44378517517,2202.32247056816,2323.90329869621,2658.59225263949,2821.08483676076,2870.10601173807,2995.87253629997,3019.52364149796,2994.26100357825,3060.52644013464,3159.69979198217,3486.16431810752,3555.66014158666,3704.53676501615,3833.42494174479,3991.28433444008,4097.52868490733,4363.854687528,4509.32228263148,4665.74005941188,4446.60748930289,4529.88544856527,4720.81699759707,
Bermuda,1961.5381692465,2020.38596503345,2020.26524752445,2199.72700691179,2282.21654616239,2630.85046632946,2982.74970426108,2830.18867924528,3053.7037037037,3387.27272727273,3866.30036630037,4343.17343173432,5009.2936802974,5853.93258426966,6509.43396226415,7261.27819548872,8370.78651685393,8876.86567164179,9613.38289962825,11218.2178159868,13425.9769663942,14166.1712925391,15902.0203826211,17469.8255675877,18269.5355197019,20450.6645289464,22411.7956749468,24253.1755188784,25517.9217212488,26841.5197383946,27700.3095169516,28669.6822595785,30900.6948905109,31476.0631153068,33989.7223579821,44826.7890701658,48478.8832504091,51371.7408069836,54245.459737293,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270036,70359.3191088798,75882.0338560339,83912.6977976846,90849.5869806436,93605.7481653976,88463.3128161375,88207.3275597322,85973.158416455,84460.3277474308
Bolivia,178.667055731481,191.053055855974,201.167870303339,221.607652738806,242.298893066017,258.990138213075,275.985382225934,226.042366022461,234.291925163248,241.193241936855,253.499748099088,283.937810125119,278.185834393226,451.335757304477,504.322228636733,559.362223413092,645.232905560442,733.797059352302,843.161077434799,845.142766241608,1071.76398765241,993.918534276816,940.996697521393,1045.65233076922,890.166150817915,640.216331245255,686.748681180239,709.348423753393,710.702520867732,716.448287251379,768.069880582412,792.311030237211,786.3573252899,801.366681033307,879.482145161463,947.482594175554,993.383834615191,1042.61057845188,995.512550953809,988.533289261028,939.145381073811,893.946888473092,896.372125236443,954.92208952179,1020.79030527715,1203.25418260396,1355.87943436499,1695.5573304073,1735.14337006244,1934.67525755732,2319.60852304638,2575.6836947783
Brazil,203.19047502829,257.823301350306,289.058327514254,258.627944474235,258.238896078756,312.063323244665,343.526386268571,370.724583330701,399.732500717329,440.635447080875,499.903682890245,580.671136221504,767.994782921771,994.726006771348,1143.13221827052,1377.85723359531,1552.78133223427,1728.64326152589,1891.70590847145,1930.53847057884,2115.07437658982,2208.83259322146,1558.41852357432,1567.31560653806,1636.60116178228,1928.72017446016,2074.40951570041,2287.23700147505,2893.65780796247,3086.91549076378,2677.14990780073,2526.33662388136,2791.51867523496,3426.10182355551,4749.81420746546,5107.79391970463,5219.0981442674,4979.14484626424,3411.8658959803,3694.46266832805,3128.14484605408,2810.6953468642,3039.67162694263,3607.19157135551,4739.30543674805,5787.97557400914,7194.07894378426,8622.70867503966,8373.33974249069,10978.093553772,12575.9794079188,11339.5211084814
Barbados,402.490651429279,416.963091816071,467.125124908006,462.23125806201,487.403185364219,523.904883806125,579.803142396861,579.332227834108,649.612924941097,760.636336205451,850.525001201606,966.924393056617,1171.98800720242,1392.87676428039,1637.03238076647,1767.98464288598,2003.41762942392,2233.01328509771,2701.83869989933,3458.57632854355,3792.41047062804,3945.32973781868,4168.85862726432,4521.96950908336,4710.67978292837,5149.99824991231,5647.81687171616,5984.12363077578,6593.03101482065,7801.91783779379,7714.46043113148,7475.77242750888,7818.41607054098,8197.25229362606,8595.25306335688,9139.89788587434,9634.31050194222,10831.8920022093,11314.0706514993,11675.2123956735,11600.4338491815,11756.2814443241,12077.8012435203,12893.5912272001,14224.9824540882,15691.8482629682,16335.9599242789,16358.0469250884,16460.7571163344,15812.2797757457,15503.3285545982,14917.1495051568
Brunei Darussalam,,,,,1112.4141173602,1235.65148362339,1233.9615299272,1360.96073789662,1301.50801025566,1380.52327960793,1455.51209032609,1909.49929014589,2925.15097853053,6953.80495534983,7265.98071816909,8507.31643488639,9968.59451231297,10765.7371977044,15011.2968632187,25531.4710667628,21926.6695270197,20795.8544203138,18227.9158110774,17440.2244897655,15798.0486236401,10280.9902539147,11672.3455085421,11083.9500703691,11954.1608354992,13702.4303373225,14003.8551993647,15384.3682831303,14681.483242571,14223.2590734312,16047.3623545757,16910.4688321398,16770.7837721938,12771.0228033235,14175.6111691489,18086.6040725176,16516.8367698214,16868.3920994004,18541.924527953,21819.2867381236,25913.5783745867,30613.27686658,32108.923800944,37093.9909039706,27212.0563734438,30880.3448566986,40244.3118178838,41126.6128435587
Bhutan,,,,,,,,,,,,,,,,,,,,328.661255538854,345.196549471592,342.699202930655,372.096542332622,370.900704232443,367.010554827777,415.73055337125,505.160610594809,548.719396042234,521.133118636741,559.578142247915,467.45841044631,474.715994066878,453.206531351924,529.335256477793,595.267109697156,617.293335775231,702.230277497039,706.256238761261,763.828973044492,778.16644542427,820.056012604066,897.394345864808,1009.15519546076,1108.51834342772,1258.99099471804,1348.7308370525,1760.60121049576,1816.75100791194,1795.04750128891,2211.23290699529,2513.93675851974,2398.90581876592
Botswana,61.3022879392507,64.7911581131172,67.4807028503732,71.7859870855051,76.8390054321075,83.9436898387644,92.8770525685453,101.789896047602,115.221461796431,138.843956137234,177.297845590424,223.279508966559,318.831001852166,385.852365869003,431.655475744192,435.246369604657,508.142613673243,638.71118602559,853.314552362272,1063.5123265159,1038.17798272748,947.437172533766,1057.52983242528,1082.54792927597,941.017980878903,1137.99035426532,1555.66794176977,2029.2902978547,2295.46713445098,2739.0734844596,2767.87741044872,2830.2121579122,2763.6490308965,2757.04272599436,2987.52137937769,2990.61727369297,3029.09355138176,2831.00621764573,3179.42300669225,3297.47868418383,3078.27963150356,3006.59407040261,4098.8380263177,4829.51605855102,5294.3794776948,5341.39747164725,5711.72849197951,5746.97887241299,5178.43910919965,6980.36180915014,7697.39621472802,7238.01936511298
Sub-Saharan Africa (IFC classification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,80.5206961826424,79.9680688318881,81.5878290874955,87.8588066127207,91.3222074332952,93.8454206170209,95.3244020285758,109.253011897717,104.923812111886,103.40979665013,108.031285862365,121.177526174978,139.978249469997,142.414233959328,187.698997448999,218.833956221456,240.592252878641,282.807923909747,316.515671398709,350.491206397405,296.918661835472,310.359091236801,265.125906616263,249.544851894738,329.719200820652,418.098189959439,438.205009874691,452.529551201508,432.714457908608,494.609856074723,462.270282844647,462.804066244771,409.191147448299,265.939380525534,340.504739883445,300.806324021306,273.814487858637,276.52935284466,280.003086891574,251.352640063074,251.571806971419,263.159703063067,297.614387349352,326.197313339578,340.907866947196,365.497083332553,413.48143857805,474.3894790148,464.513231301146,456.563408668306,498.780066855897,482.669726634042
Canada,2231.2938237478,2255.23004413036,2354.83912197975,2529.5181790541,2739.58584928189,3010.70590757947,3173.07619352225,3411.06015434457,3703.99040525529,4047.26845485569,4503.18074500725,5048.48194303265,5764.26110703229,6915.8893428455,7354.26835769756,8624.61397225931,8731.67891661476,8931.29345460492,9831.07937063172,10933.7315638172,12075.0245958394,12217.3734337922,13113.1689308021,13506.3715403926,13711.5155993565,14076.7523440655,15876.8424072512,18522.6583709965,20289.7663725305,20968.041152761,21234.3758233987,20320.4737093003,19549.0170997903,19390.4853731396,20117.0996076457,20684.9457847644,21260.2868099547,20390.3884480615,21681.3793050069,23559.5036897592,23017.3687489828,23425.2264265171,27335.308828525,31011.9112211881,35087.8925933298,39249.9982239973,43248.5003180747,45101.5571724948,39659.056861606,46211.5338600698,51554.0592083392,52218.9936865123
East Asia and the Pacific (IFC classification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe and Central Asia (IFC classification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,1971.31632279228,2131.39165159983,2294.18284731738,2501.29318996377,2620.475547353,2784.73354771646,2960.72258588384,3121.8890308772,3344.78360254639,,,,,,,,,,,17807.3401261206,16219.9055229589,16527.4595047278,16398.2357356126,15601.2559553899,15748.9464593717,22458.8849830007,27950.2871291945,30016.1490876961,28747.4078535197,36337.0955329555,36309.5083473182,37383.0544890141,36027.2775442472,39566.6008668604,46014.2079808231,44123.0271482039,38407.9537612981,39227.0264471861,38290.6748794626,35639.4788575501,36328.1429099146,39350.442751953,45588.6198174723,50641.8372033313,51734.3038905002,54140.4981461317,59663.7702553755,68555.3718694938,65790.0673499881,70370.0163748279,83087.0528408196,78924.7259001649
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40538.064462257,42406.9328479547,43299.401141101,41608.4639449202,44157.1624085416,48226.0794793387,55842.6583759826,57209.2491624825,62263.8312103901,73577.1666059856,,,,,
Chile,599.736149987355,683.769285762609,664.414699299375,685.307486682024,699.530945406166,792.695860222646,765.093009638957,767.324172888991,870.123169030606,937.590965450144,1096.27715351252,1161.43291990052,1622.45550167937,1513.26018113817,693.092024690049,931.680161455383,1245.0557318689,1415.60450058113,1879.18103888983,2463.48835068653,2872.85433640699,2108.53911976065,1685.21864666439,1612.58541947306,1359.45180698028,1437.15229228106,1666.66134012664,1931.54574891945,2186.65498988859,2388.30745411991,2706.81329540916,3244.29978832985,3416.87211987417,3882.80821185569,4941.04524799043,5167.59917062629,5567.94217819277,5266.15201857259,4781.70479991117,5133.07731116285,4625.33637701772,4487.15001809653,4866.33224996573,6223.97376757678,7614.52205797519,9371.42785711834,10383.4908877218,10672.2534913224,10120.0388330404,12684.9323225999,14512.611293211,15452.1735981951
China,75.8725711623722,69.7898732700808,73.6887660300494,83.9304352839254,97.4700979794469,103.181171509812,95.4966882458867,90.3713307770758,98.8898852999289,111.822725534942,117.181590603316,130.111267431395,155.078441987358,157.999378080141,175.865754029463,162.920514875234,182.678567957925,154.972059729046,182.2847005647,193.022051265926,195.305405132694,201.444746816831,223.251945040786,248.288908196838,291.774490693116,279.185106667223,249.412791097047,280.967861479462,307.489992603807,314.430600460659,329.749088658346,362.80841404621,373.800022881605,469.213194175981,604.228060585225,703.120799402286,774.467161009806,820.863076832644,864.730314360081,949.178062082992,1041.63770441353,1135.44794963606,1273.64074260717,1490.38005604805,1731.125234579,2069.34363068319,2651.26012117243,3413.58866142806,3749.27242367005,4433.36121999931,5447.34142164051,6091.01435174594
Cote d'Ivoire,171.635969542005,172.512754204677,195.649045070894,227.441294942656,217.968748328229,232.747798509101,235.867259760777,267.245441577186,271.676434923076,277.662471236858,288.674510425913,321.767308098396,416.584073915413,486.712660674051,589.404536692168,674.080573774361,865.697832664864,1043.81819248858,1155.6067308724,1231.08792764012,977.10543915235,840.35712444464,728.532525200995,700.160276824828,686.909625949403,868.610132233758,923.040884416658,906.225049911846,833.174492612342,891.055088245822,837.395312928682,861.167136920185,825.828821881756,602.481386894421,773.708488012848,829.613849194002,779.291144278494,828.075994429427,794.599447302387,645.765681650117,642.215221288792,688.855965243333,812.397635157399,902.986416582494,940.752143826341,983.291423590563,1102.88249871951,1282.26708149499,1238.70813397392,1207.84514042013,1241.5611109698,1243.98607464495
Latin America and the Caribbean (IFC classification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East and North Africa (IFC classification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,120.119871391829,125.027285904407,126.526883991669,133.730545322792,135.969395995243,139.173080418691,148.721092101472,163.593491974299,174.596174325829,171.320038772631,177.582132771233,200.571407145913,240.005170229071,299.546505038148,355.646111360301,386.530891886673,411.142474839893,523.388787565321,670.010081476773,754.664820723162,829.934233870897,772.407257823242,755.52042485968,774.702572748066,784.909607055572,992.496342404368,1115.21158506264,1098.75584232071,950.762210024487,923.881278334818,1000.32415978356,890.557316761024,1027.55702089865,680.630595632266,626.955745661179,679.77738129407,668.996217900147,637.390826211556,675.950159402446,583.094859181943,589.165139089637,648.298760735522,790.89534322258,892.525739051355,914.553120084768,964.60153548548,1069.85682622629,1211.30418639286,1102.52039402149,1090.61906599241,1204.69821237294,1166.91340980484
